DEPTH,DEPT,CALI,COND,DENS,GR,NPHI,RES,SONIC,One-way time,Input interval velocity,Output interval velocity,Drift,RC,AI,Resampled AI,Input interval velocity,Output interval velocity,Calibrated sonic log,Residual drift log
4398,4398,12.6718998,708.3446045,2.399300098,49.90629959,0.2368,1.41170001,138.0009517,165.8413849,-999.25,2824293.75,0,-999.25,2.841263e+16 2,6.28E+13,2824293.75,17220.03125,29.05995178,-405.8232422
4398.5,4398.5,12.5078001,716.9749756,2.397700071,51.875,0.216000006,1.39470005,137.7838087,165.8916473,-999.25,2824293.75,0,-999.25,2.831802e+16 2,6.28E+13,2824293.75,18228.30469,29.45406914,-405.9234009
4399,4399,12.64840031,723.1262817,2.398099899,53.40620041,0.218700007,1.3829,137.5666657,165.9419098,-999.25,2824293.75,0,-999.25,2.834164e+16 2,6.28E+13,2824293.75,19236.57813,29.8481884,-406.0235596
4399.5,4399.5,12.8125,725.5161133,2.385900021,55.03129959,0.230000004,1.378299952,137.3495226,165.992157,-999.25,2824293.75,0,-999.25,2.762802e+16 2,6.28E+13,2824293.75,20244.85156,30.24230576,-406.1237183
4400,4400,12.9375,726.9199829,2.380500078,54.125,0.254599989,1.375699997,146.699997,166.0424194,-999.25,2824293.75,0,-999.25,4945.9873047 2,6.29E+13,2824293.75,21253.125,30.63642311,-406.223877
4400.5,4400.5,13,720.2426758,2.360300064,54.25,0.270399988,1.388399959,120.3000031,166.0493622,-999.25,2824293.75,0,-999.25,5980.2114258 2,6.29E+13,2824293.75,20954.44727,4.23642683,-406.2807007
4401,4401,13.1171999,716.9423828,2.344000101,58.34379959,0.314200014,1.394799948,128.699997,166.0700989,-999.25,2824293.75,0,-999.25,5551.2915039 2,6.29E+13,2824293.75,20655.76953,12.6364193,-406.3080139
4401.5,4401.5,13.28909969,730.6140137,2.317300081,63.75,0.364499986,1.368700028,132.5,166.0970612,-999.25,2824293.75,0,-999.25,5330.6645508 2,6.29E+13,2824293.75,20357.0918,16.43642426,-406.3553467
4402,4402,13.6171999,768.6210938,2.275099993,71.75,0.414999992,1.300999999,124,166.1100769,-999.25,2824293.75,0,-999.25,5592.3427734 2,6.30E+13,2824293.75,20058.41406,7.936421871,-406.394989
4402.5,4402.5,14.1718998,828.3518066,2.250699997,72.75,0.446200013,1.20720005,131.1309231,166.1467133,-999.25,2824293.75,0,-999.25,2.063843e+16 2,6.30E+13,2824293.75,19759.73438,9.993563652,-406.4206543
4403,4403,13.66409969,906.9320068,2.237200022,75.4375,0.45539999,1.102599978,130.6238985,166.1833649,-999.25,2824293.75,0,-999.25,2.002685e+16 2,6.30E+13,2824293.75,19461.05664,12.05070496,-406.4463501
4403.5,4403.5,13.65620041,971.3538208,2.236900091,72.75,0.445600003,1.029500008,130.1168739,166.2200012,-999.25,2824293.75,0,-999.25,2.001343e+16 2,6.31E+13,2824293.75,19162.37891,14.10784721,-406.4720154
4404,4404,13.8046999,1003.135986,2.239500046,74.875,0.4296,0.996900022,129.6098493,166.2566376,-999.25,2824293.75,0,-999.25,2.013001e+16 2,6.31E+13,2824293.75,18863.70117,16.16498947,-406.5213318
4404.5,4404.5,13.6953001,1014.828186,2.247900009,72.1875,0.439500004,0.985400021,129.1028247,166.2932739,-999.25,2824293.75,0,-999.25,2.051037e+16 2,6.31E+13,2824293.75,18565.02344,18.22212982,-406.5942688
4405,4405,13.65620041,1029.405518,2.241400003,71.3125,0.474900007,0.971400023,128.5958001,166.3299255,-999.25,2824293.75,0,-999.25,2.021554e+16 2,6.31E+13,2824293.75,18266.3457,20.27927208,-406.6672058
4405.5,4405.5,13.6093998,1062.984619,2.236200094,69.375,0.491899997,0.940699995,138.3999939,166.3665619,-999.25,2824293.75,0,-999.25,4924.8110352 2,6.32E+13,2824293.75,19721.92188,22.33641434,-406.7401428
4406,4406,13.6093998,1081.491699,2.243299961,67.6875,0.462300003,0.924600005,136.199997,166.3995972,-999.25,2824293.75,0,-999.25,5020.2490234 2,6.32E+13,2824293.75,21177.49805,20.13641739,-406.8094482
4406.5,4406.5,13.5703001,1046.558838,2.259599924,62.1875,0.439099997,0.955500007,140.6000061,166.4398499,-999.25,2824293.75,0,-999.25,4898.4780273 2,6.32E+13,2824293.75,22633.07422,24.53642845,-406.8823853
4407,4407,13.4921999,977.4110718,2.277800083,55.5,0.415800005,1.023100019,144.4021045,166.466156,-999.25,2824293.75,0,-999.25,2.191122e+16 2,6.32E+13,2824293.75,24088.65039,20.28642845,-406.9625244
4407.5,4407.5,13.5781002,897.97229,2.283499956,55.34379959,0.444000006,1.113600016,132.1000061,166.4924622,-999.25,2824293.75,0,-999.25,5268.8173828 2,6.33E+13,2824293.75,25544.22656,16.03642845,-407.014801
4408,4408,13.875,838.4099731,2.268699884,58.3125,0.456200004,1.192700028,131.6000061,166.5179443,-999.25,2824293.75,0,-999.25,5254.5571289 2,6.33E+13,2824293.75,26999.80469,15.53643227,-407.0662231
4408.5,4408.5,14.5625,817.9019775,2.24819994,59.9375,0.502200007,1.222599983,133.8999939,166.5472107,-999.25,2824293.75,0,-999.25,5117.6357422 2,6.33E+13,2824293.75,28455.38086,17.83642197,-407.1206055
4409,4409,14.46090031,817.7821045,2.237699986,57.375,0.49939999,1.222800016,126.5999985,166.5644836,-999.25,2824293.75,0,-999.25,5387.4487305 2,6.34E+13,2824293.75,29910.95703,10.53642368,-407.1668091
4409.5,4409.5,14.2578001,814.4520874,2.226000071,56.96879959,0.477400005,1.227800012,126.4000015,166.5814514,-999.25,2824293.75,0,-999.25,5367.7592773 2,6.34E+13,2824293.75,31366.5332,10.33643055,-407.2006836
4410,4410,14.28120041,808.6132813,2.225300074,61.15629959,0.472000003,1.236700058,126.699997,166.5988922,-999.25,2824293.75,0,-999.25,5353.3662109 2,6.34E+13,2824293.75,32822.10938,10.63642407,-407.2347412
4410.5,4410.5,13.8906002,799.0667725,2.227499962,69.1875,0.484100014,1.251500011,126,166.6151886,-999.25,2824293.75,0,-999.25,5388.4287109 2,6.34E+13,2824293.75,32654.41797,9.936426163,-407.2681274
4411,4411,14.21090031,781.9348145,2.238399983,70.8125,0.513499975,1.278900027,123.553331,166.6280518,-999.25,2824293.75,0,-999.25,2.008062e+16 2,6.35E+13,2824293.75,32486.72461,8.886427879,-407.3003845
4411.5,4411.5,14.7968998,764.9379883,2.230700016,70.6875,0.462399989,1.307299972,123.9000015,166.6408997,-999.25,2824293.75,0,-999.25,5487.6293945 2,6.35E+13,2824293.75,32319.0332,7.836429596,-407.3257446
4412,4412,14.625,756.2797852,2.236200094,66.125,0.454899997,1.322299957,120.699997,166.6485138,-999.25,2824293.75,0,-999.25,5647.0073242 2,6.35E+13,2824293.75,32151.33984,4.636422157,-407.3458252
4412.5,4412.5,14.34370041,755.4932251,2.234299898,68.4375,0.429800004,1.323600054,119.5999985,166.6543121,-999.25,2824293.75,0,-999.25,5694.1020508 2,6.35E+13,2824293.75,31983.64844,3.536419392,-407.3588867
4413,4413,14.1328001,758.071228,2.24029994,68.6875,0.442699999,1.319100022,123.3000031,166.6661835,-999.25,2824293.75,0,-999.25,5538.0654297 2,6.36E+13,2824293.75,31815.95703,7.236423016,-407.3762207
4413.5,4413.5,13.75,761.2175293,2.253000021,68.1875,0.437299997,1.313699961,126.9000015,166.68396,-999.25,2824293.75,0,-999.25,5411.4609375 2,6.36E+13,2824293.75,31648.26367,10.83642674,-407.4054871
4414,4414,13.7343998,764.2938843,2.263099909,63.59370041,0.449900001,1.308400035,128.8999939,166.7050171,-999.25,2824293.75,0,-999.25,5351.3798828 2,6.36E+13,2824293.75,31480.57227,12.83642101,-407.4440002
4414.5,4414.5,13.4921999,766.7189941,2.246900082,66.5625,0.443300009,1.304299951,130.8000031,166.729187,-999.25,2824293.75,0,-999.25,5235.8959961 2,6.36E+13,2824293.75,31312.87891,14.73642349,-407.4888611
4415,4415,13.8671999,776.1425171,2.226300001,65.0625,0.454400003,1.288400054,130.199997,166.7523804,-999.25,2824293.75,0,-999.25,5211.7993164 2,6.37E+13,2824293.75,31145.1875,14.13641739,-407.5358887
4415.5,4415.5,14.0078001,792.6314697,2.21359992,67.125,0.473699987,1.261600018,129.5,166.7744141,-999.25,2824293.75,0,-999.25,5210.0791016 2,6.37E+13,2824293.75,34705.16797,13.43642807,-407.5807495
4416,4416,14.4296999,805.5966187,2.241600037,63,0.483999997,1.241299987,131,166.7989197,-999.25,2824293.75,0,-999.25,5215.5703125 2,6.37E+13,2824293.75,38265.15234,14.93642616,-407.6269226
4416.5,4416.5,13.8906002,810.7576904,2.257800102,61.9375,0.502600014,1.233399987,128.1000061,166.8186646,-999.25,2824293.75,0,-999.25,5372.1889648 2,6.38E+13,2824293.75,41825.13281,12.03643036,-407.6708374
4417,4417,13.91409969,814.8549194,2.250299931,62.53129959,0.504800022,1.227200031,126.3000031,166.8354645,-999.25,2824293.75,0,-999.25,5430.6523438 2,6.38E+13,2824293.75,45385.11719,10.23642921,-407.7070007
4417.5,4417.5,13.7421999,813.560791,2.238899946,66.4375,0.499599993,1.229200006,126.199997,166.8520813,-999.25,2824293.75,0,-999.25,5407.4223633 2,6.38E+13,2824293.75,48945.09766,10.1364193,-407.7400818
4418,4418,13.4921999,802.3798828,2.248399973,71.0625,0.477400005,1.246299982,125.199997,166.8670807,-999.25,2824293.75,0,-999.25,5473.7407227 2,6.38E+13,2824293.75,52505.07813,9.136416435,-407.7713623
4418.5,4418.5,13.6093998,795.9442139,2.250499964,70.5,0.448700011,1.256399989,122.4000015,166.8774719,-999.25,2824293.75,0,-999.25,5604.1865234 2,6.39E+13,2824293.75,56065.0625,6.336422443,-407.7963867
4419,4419,13.9296999,787.9987183,2.258100033,69.5,0.479600012,1.269000053,123.0999985,166.8890076,-999.25,2824293.75,0,-999.25,5591.1367188 2,6.39E+13,2824293.75,59625.04297,7.036421299,-407.8179626
4419.5,4419.5,14.08590031,773.3579712,2.248800039,62.90629959,0.503099978,1.293099999,120.9000015,166.8969421,-999.25,2824293.75,0,-999.25,5669.4316406 2,6.39E+13,2824293.75,63185.02734,4.836424351,-407.8370667
4420,4420,13.90629959,767.8947144,2.268899918,65.6875,0.483999997,1.302299976,121.4000015,166.9057007,-999.25,2824293.75,0,-999.25,5696.5458984 2,6.39E+13,2824293.75,66745.00781,5.336429596,-407.8534241
4420.5,4420.5,13.5703001,759.5031738,2.294300079,62.46870041,0.433699995,1.316599965,122.5,166.9162598,-999.25,2824293.75,0,-999.25,5708.5927734 2,6.40E+13,2824293.75,70070.50781,6.436423779,-407.8723755
4421,4421,13.6875,741.9573975,2.310499907,67.8125,0.405800015,1.347800016,121.5999985,166.9253388,-999.25,2824293.75,0,-999.25,5791.4506836 2,6.40E+13,2824293.75,73396.00781,5.53642273,-407.8916626
4421.5,4421.5,13.7031002,728.0100708,2.3052001,65.125,0.445800006,1.373600006,121.699997,166.9345856,-999.25,2824293.75,0,-999.25,5773.4184570 2,6.40E+13,2824293.75,76721.50781,5.636424065,-407.9096375
4422,4422,13.7343998,704.8947144,2.301000118,68.875,0.451599985,1.41869998,121.8000031,166.9440002,-999.25,2824293.75,0,-999.25,5758.1674805 2,6.41E+13,2824293.75,80047.00781,5.736424923,-407.9279175
4422.5,4422.5,13.7656002,670.4630127,2.293100119,70.5,0.465499997,1.49150002,122,166.9537354,-999.25,2824293.75,0,-999.25,5728.9912109 2,6.41E+13,2824293.75,83372.5,5.936427116,-407.9467468
4423,4423,13.7421999,639.6608276,2.304899931,72.125,0.442600012,1.563300014,118.8000031,166.9587402,-999.25,2824293.75,0,-999.25,5913.5815430 2,6.41E+13,2824293.75,86698,3.047999859,-407.9610901
4423.5,4423.5,13.85159969,606.6437988,2.297199965,66.5,0.469300002,1.648399949,112.5,166.9637299,-999.25,2824293.75,0,-999.25,6223.8803711 2,6.41E+13,2824293.75,90023.5,3.047999859,-407.9707642
4424,4424,14,570.3751831,2.301500082,61.78129959,0.425900012,1.753200054,106.4000015,166.9687347,-999.25,2824293.75,0,-999.25,6593.0185547 2,6.42E+13,2824293.75,93349,3.047999859,-407.9804077
4424.5,4424.5,14.21870041,537.5579224,2.305099964,61.65629959,0.406399995,1.860299945,103,166.9737396,-999.25,2824293.75,0,-999.25,6821.3056641 2,6.42E+13,2824293.75,96674.5,3.047999859,-407.9900513
4425,4425,14.2968998,502.5628967,2.32220006,60.15620041,0.387800008,1.989799976,102.9000015,166.9787293,-999.25,2824293.75,0,-999.25,6878.5859375 2,6.42E+13,2824293.75,100000,3.047999859,-407.9996948
4425.5,4425.5,14.1406002,468.3371887,2.353699923,60.40629959,0.386700004,2.135200024,104.699997,166.9837341,-999.25,2824293.75,0,-999.25,6852.0322266 2,6.42E+13,2824293.75,100000,3.047999859,-408.0093384
4426,4426,14.125,453.5138855,2.369699955,55.34379959,0.370499998,2.204999924,106.8000031,166.988739,-999.25,2824293.75,0,-999.25,6762.9638672 2,6.43E+13,2824293.75,100000,3.047999859,-408.0189819
4426.5,4426.5,14.09379959,446.085907,2.382999897,55.3125,0.361900002,2.241699934,106.199997,166.9937286,-999.25,2824293.75,0,-999.25,6839.3452148 2,6.43E+13,2824293.75,100000,3.047999859,-408.0286255
4427,4427,13.9296999,445.6854858,2.367300034,54.15629959,0.366899997,2.243700028,104.5999985,166.9987335,-999.25,2824293.75,0,-999.25,6898.2128906 2,6.43E+13,2824293.75,100000,3.047999859,-408.0382996
4427.5,4427.5,13.72659969,455.375885,2.362200022,52.625,0.359800011,2.196000099,104.199997,167.0037384,-999.25,2824293.75,0,-999.25,6909.7749023 2,6.43E+13,2824293.75,100000,3.047999859,-408.0479126
4428,4428,13.6093998,464.9901123,2.356699944,53.8125,0.303000003,2.150599957,104.5,167.008728,-999.25,2824293.75,0,-999.25,6873.8959961 2,6.44E+13,2824293.75,100000,3.047999859,-408.0575562
4428.5,4428.5,13.7343998,472.7452087,2.363899946,53.46879959,0.293599993,2.11529994,108.8000031,167.0137329,-999.25,2824293.75,0,-999.25,6622.3959961 2,6.44E+13,2824293.75,100000,3.047999859,-408.0672302
4429,4429,13.85159969,487.922699,2.343800068,59.34370041,0.305000007,2.049499989,114.699997,167.0187378,-999.25,2824293.75,0,-999.25,6228.3369141 2,6.44E+13,2824293.75,100000,3.047999859,-408.0768433
4429.5,4429.5,14.0781002,502.9129944,2.325400114,61.71870041,0.342200011,1.988399983,116.699997,167.0237274,-999.25,2824293.75,0,-999.25,6073.5385742 2,6.45E+13,2824293.75,100000,3.047999859,-408.0865173
4430,4430,14.1328001,521.7053833,2.298899889,65.8125,0.366299987,1.916800022,121.9000015,167.0287323,-999.25,2824293.75,0,-999.25,5748.1923828 2,6.45E+13,2824293.75,100000,3.047999859,-408.0961609
4430.5,4430.5,14.2031002,546.2614136,2.275599957,63.65629959,0.421900004,1.830600023,122.3000031,167.0337372,-999.25,2824293.75,0,-999.25,5671.3232422 2,6.45E+13,2824293.75,100000,3.047999859,-408.1058044
4431,4431,14.09379959,567.5111084,2.266400099,64.875,0.458999991,1.762099981,124.5999985,167.0387268,-999.25,2824293.75,0,-999.25,5544.1313477 2,6.45E+13,2824293.75,100000,3.047999859,-408.115448
4431.5,4431.5,14.0156002,582.4088135,2.262900114,66.0625,0.456499994,1.717000008,128.3000031,167.0437317,-999.25,2824293.75,0,-999.25,5375.9311523 2,6.46E+13,2824293.75,100000,3.047999859,-408.1250916
4432,4432,13.96870041,598.2982788,2.278800011,69.875,0.423200011,1.671399951,130.3999939,167.0487366,-999.25,2824293.75,0,-999.25,5326.5205078 2,6.46E+13,2824293.75,100000,3.047999859,-408.1347351
4432.5,4432.5,14.0156002,613.2329102,2.269299984,73.9375,0.416000009,1.630699992,129.5,167.0537262,-999.25,2824293.75,0,-999.25,5341.1787109 2,6.46E+13,2824293.75,100000,3.047999859,-408.1443787
4433,4433,14.6328001,625.1904297,2.263099909,73.25,0.408199996,1.599499941,128.3999939,167.0587311,-999.25,2824293.75,0,-999.25,5372.2182617 2,6.46E+13,2824293.75,100000,3.047999859,-408.1540527
4433.5,4433.5,13.6406002,633.0512695,2.253700018,73.25,0.429100007,1.579699993,124,167.063736,-999.25,2824293.75,0,-999.25,5539.7402344 2,6.47E+13,2824293.75,100000,3.047999859,-408.1636658
4434,4434,13.4921999,633.3444824,2.263200045,68.1875,0.449800015,1.57889998,121.9000015,167.0687408,-999.25,2824293.75,0,-999.25,5658.9282227 2,6.47E+13,2824293.75,100000,3.047999859,-408.1733093
4434.5,4434.5,13.64840031,628.0004883,2.269099951,64.25,0.462500006,1.592399955,120.9000015,167.0737305,-999.25,2824293.75,0,-999.25,5720.6088867 2,6.47E+13,2824293.75,100000,3.047999859,-408.1829834
4435,4435,13.6406002,618.0817261,2.274300098,63.34379959,0.457100004,1.617900014,118.699997,167.0787354,-999.25,2824293.75,0,-999.25,5839.9887695 2,6.47E+13,2824293.75,100000,3.047999859,-408.1925964
4435.5,4435.5,13.72659969,602.5172119,2.26880002,62.8125,0.450100005,1.659700036,116.5,167.0837402,-999.25,2824293.75,0,-999.25,5935.8818359 2,6.48E+13,2824293.75,100000,3.047999859,-408.2022705
4436,4436,14.03909969,582.5247803,2.257800102,65,0.433499992,1.716699958,112.5999985,167.0887299,-999.25,2824293.75,0,-999.25,6111.7006836 2,6.48E+13,2824293.75,100000,3.047999859,-408.2119141
4436.5,4436.5,14.1328001,569.2039795,2.263700008,63.84379959,0.397899985,1.756800056,109.5999985,167.0937347,-999.25,2824293.75,0,-999.25,6295.3994141 2,6.48E+13,2824293.75,100000,3.047999859,-408.2215576
4437,4437,14.2343998,564.2495728,2.278399944,64.5,0.37470001,1.772300005,105.0999985,167.0987396,-999.25,2824293.75,0,-999.25,6607.5766602 2,6.49E+13,2824293.75,100000,3.047999859,-408.2312012
4437.5,4437.5,14.21090031,563.9746094,2.309200048,60.09379959,0.380299985,1.773100019,105.8000031,167.1037293,-999.25,2824293.75,0,-999.25,6652.5908203 2,6.49E+13,2824293.75,100000,3.047999859,-408.2408447
4438,4438,13.96870041,565.3925781,2.328799963,59.96870041,0.371300012,1.768700004,109.0999985,167.1087341,-999.25,2824293.75,0,-999.25,6506.1250000 2,6.49E+13,2824293.75,100000,3.047999859,-408.2504883
4438.5,4438.5,13.8906002,560.2366943,2.332099915,58.875,0.343100011,1.784999967,112.3000031,167.113739,-999.25,2824293.75,0,-999.25,6329.6884766 2,6.49E+13,2824293.75,100000,3.047999859,-408.2601318
4439,4439,14.1953001,546.9923096,2.313199997,60.8125,0.332500011,1.828199983,114.9000015,167.1187286,-999.25,2824293.75,0,-999.25,6136.3212891 2,6.50E+13,2824293.75,100000,3.047999859,-408.2698059
4439.5,4439.5,14.40629959,538.9655762,2.289000034,59.1875,0.336699992,1.855399966,114.3000031,167.1237335,-999.25,2824293.75,0,-999.25,6104.0000000 2,6.50E+13,2824293.75,100000,3.047999859,-408.2794189
4440,4440,14.34370041,536.1508789,2.291699886,60.3125,0.396400005,1.865100026,111.5,167.1287384,-999.25,2824293.75,0,-999.25,6264.6650391 2,6.50E+13,2824293.75,100000,3.047999859,-408.2890625
4440.5,4440.5,14.35159969,532.9425049,2.318000078,59.96870041,0.461299986,1.876399994,106.9000015,167.133728,-999.25,2824293.75,0,-999.25,6609.2270508 2,6.50E+13,2824293.75,100000,3.047999859,-408.2987366
4441,4441,14.39840031,527.0900269,2.321399927,59.5,0.478500009,1.897199988,106.199997,167.1387329,-999.25,2824293.75,0,-999.25,6662.5488281 2,6.51E+13,2824293.75,100000,3.047999859,-408.3083496
4441.5,4441.5,14.4296999,513.6815186,2.340800047,51.0625,0.433299989,1.946699977,105.3000031,167.1437378,-999.25,2824293.75,0,-999.25,6775.6489258 2,6.51E+13,2824293.75,100000,3.047999859,-408.3180237
4442,4442,14.40629959,493.4822083,2.333800077,48.65629959,0.371699989,2.026400089,105.699997,167.1487274,-999.25,2824293.75,0,-999.25,6729.8232422 2,6.51E+13,2824293.75,100000,3.047999859,-408.3276672
4442.5,4442.5,14.39840031,477.6816101,2.348099947,45.125,0.359499991,2.093400002,107,167.1537323,-999.25,2824293.75,0,-999.25,6688.7924805 2,6.52E+13,2824293.75,100000,3.047999859,-408.3372803
4443,4443,14.39840031,471.3031921,2.357399941,48.0625,0.344599992,2.121799946,107.0999985,167.1587372,-999.25,2824293.75,0,-999.25,6709.0151367 2,6.52E+13,2824293.75,100000,3.047999859,-408.3469543
4443.5,4443.5,14.39840031,470.5683899,2.355099917,50.46870041,0.328399986,2.125099897,109.5,167.1637268,-999.25,2824293.75,0,-999.25,6555.5654297 2,6.52E+13,2824293.75,100000,3.047999859,-408.3565979
4444,4444,14.39840031,475.1498108,2.348700047,52.71879959,0.341300011,2.104599953,112.0999985,167.1687317,-999.25,2824293.75,0,-999.25,6386.1176758 2,6.52E+13,2824293.75,100000,3.047999859,-408.3662415
4444.5,4444.5,14.39840031,477.7633057,2.342900038,56.375,0.352999985,2.093100071,114.199997,167.1737366,-999.25,2824293.75,0,-999.25,6253.2045898 2,6.53E+13,2824293.75,100000,3.047999859,-408.375885
4445,4445,14.3203001,478.6151123,2.346400023,55.84379959,0.331,2.089400053,114,167.1787262,-999.25,2824293.75,0,-999.25,6273.5327148 2,6.53E+13,2824293.75,100000,3.047999859,-408.3855591
4445.5,4445.5,14.2968998,483.5480042,2.348500013,55.96879959,0.322400004,2.068000078,113.9000015,167.1837311,-999.25,2824293.75,0,-999.25,6284.6601562 2,6.53E+13,2824293.75,100000,3.047999859,-408.3951721
4446,4446,14.21090031,497.6565857,2.335900068,55.96879959,0.331400007,2.009399891,113.199997,167.188736,-999.25,2824293.75,0,-999.25,6289.5971680 2,6.53E+13,2824293.75,100000,3.047999859,-408.4048157
4446.5,4446.5,14.09379959,521.1370239,2.323899984,59,0.372200012,1.918900013,111,167.1937408,-999.25,2824293.75,0,-999.25,6381.3037109 2,6.54E+13,2824293.75,100000,3.047999859,-408.4144897
4447,4447,13.83590031,558.7373047,2.308099985,56.125,0.398999989,1.789700031,108.0999985,167.1987305,-999.25,2824293.75,0,-999.25,6507.9453125 2,6.54E+13,2824293.75,100000,3.047999859,-408.4241028
4447.5,4447.5,13.4921999,600.0626831,2.299499989,51.9375,0.426600009,1.666499972,109.0999985,167.2037354,-999.25,2824293.75,0,-999.25,6424.2675781 2,6.54E+13,2824293.75,100000,3.047999859,-408.4337769
4448,4448,13.21870041,636.5424194,2.31159997,40.6875,0.440200001,1.57099998,108.699997,167.2087402,-999.25,2824293.75,0,-999.25,6481.8369141 2,6.54E+13,2824293.75,100000,3.047999859,-408.4434204
4448.5,4448.5,12.9375,668.3071289,2.300899983,35.1875,0.417699993,1.496299982,108.5,167.2137299,-999.25,2824293.75,0,-999.25,6463.7260742 2,6.55E+13,2824293.75,100000,3.047999859,-408.4530334
4449,4449,12.5781002,697.9260864,2.290800095,29.34370041,0.359600008,1.432800055,110.199997,167.2187347,-999.25,2824293.75,0,-999.25,6336.0791016 2,6.55E+13,2824293.75,100000,3.047999859,-408.4627075
4449.5,4449.5,12.3203001,724.3964233,2.235500097,29.34370041,0.297699988,1.380499959,110.5999985,167.2237396,-999.25,2824293.75,0,-999.25,6160.7636719 2,6.55E+13,2824293.75,100000,3.047999859,-408.4723511
4450,4450,12.27340031,751.2349854,2.19449997,29.0156002,0.261900008,1.331099987,110.8000031,167.2287293,-999.25,2824293.75,0,-999.25,6036.8554688 2,6.56E+13,2824293.75,100000,3.047999859,-408.4819946
4450.5,4450.5,12.27340031,770.0103149,2.185800076,30.3593998,0.263500005,1.298699975,112.5,167.2337341,-999.25,2824293.75,0,-999.25,5922.0610352 2,6.56E+13,2824293.75,100000,3.047999859,-408.4916382
4451,4451,12.27340031,764.3833008,2.200599909,29.625,0.276199997,1.308200002,113.199997,167.238739,-999.25,2824293.75,0,-999.25,5925.2900391 2,6.56E+13,2824293.75,100000,3.047999859,-408.5013123
4451.5,4451.5,12.3281002,743.1425171,2.218100071,31.5625,0.25850001,1.345600009,112.3000031,167.2437286,-999.25,2824293.75,0,-999.25,6020.2749023 2,6.56E+13,2824293.75,100000,3.047999859,-408.5109253
4452,4452,12.27340031,722.5493164,2.22059989,31.28129959,0.238900006,1.383999944,110.3000031,167.2487335,-999.25,2824293.75,0,-999.25,6136.3447266 2,6.57E+13,2824293.75,100000,3.047999859,-408.5205688
4452.5,4452.5,12.27340031,701.8853149,2.219099999,33.8125,0.222599998,1.424700022,108.8000031,167.2537384,-999.25,2824293.75,0,-999.25,6216.7436523 2,6.57E+13,2824293.75,100000,3.047999859,-408.5302124
4453,4453,12.27340031,690.7490845,2.220499992,34.875,0.238000006,1.447700024,108.9000015,167.258728,-999.25,2824293.75,0,-999.25,6214.9531250 2,6.57E+13,2824293.75,100000,3.047999859,-408.539856
4453.5,4453.5,12.27340031,681.0338135,2.230799913,37.59379959,0.246000007,1.468400002,108.9000015,167.2637329,-999.25,2824293.75,0,-999.25,6243.7807617 2,6.57E+13,2824293.75,100000,3.047999859,-408.54953
4454,4454,12.27340031,672.8264771,2.260400057,42.6875,0.246600002,1.486299992,113.5999985,167.2687378,-999.25,2824293.75,0,-999.25,6064.8764648 2,6.58E+13,2824293.75,100000,3.047999859,-408.5591431
4454.5,4454.5,12.3125,668.3278809,2.265300036,51.5625,0.283699989,1.496299982,116.3000031,167.2737274,-999.25,2824293.75,0,-999.25,5936.9169922 2,6.58E+13,2824293.75,100000,3.047999859,-408.5687866
4455,4455,12.58590031,673.0853882,2.275399923,58.15629959,0.325800002,1.485700011,117,167.2787323,-999.25,2824293.75,0,-999.25,5927.7084961 2,6.58E+13,2824293.75,100000,3.047999859,-408.5784607
4455.5,4455.5,12.7968998,686.6278076,2.296799898,64.4375,0.378399998,1.456400037,117.5,167.2837372,-999.25,2824293.75,0,-999.25,5957.9965820 2,6.59E+13,2824293.75,100000,3.047999859,-408.5880737
4456,4456,12.7421999,710.5985107,2.316400051,60.84379959,0.395399988,1.407299995,118.8000031,167.2887268,-999.25,2824293.75,0,-999.25,5943.0869141 2,6.59E+13,2824293.75,100000,3.047999859,-408.5977478
4456.5,4456.5,12.75,722.0460205,2.347199917,62.1875,0.439099997,1.384999991,121.699997,167.2937317,-999.25,2824293.75,0,-999.25,5878.6074219 2,6.59E+13,2824293.75,100000,3.047999859,-408.6073914
4457,4457,12.77340031,725.4569092,2.346600056,62.3125,0.446099997,1.378399968,121.4000015,167.2987366,-999.25,2824293.75,0,-999.25,5891.6284180 2,6.59E+13,2824293.75,100000,3.047999859,-408.6170044
4457.5,4457.5,12.85159969,730.1204224,2.346299887,65.625,0.458900005,1.369600058,122,167.3037262,-999.25,2824293.75,0,-999.25,5861.9028320 2,6.60E+13,2824293.75,100000,3.047999859,-408.6266785
4458,4458,13.08590031,730.8057251,2.332000017,63.53129959,0.454400003,1.368399978,121.8000031,167.3087311,-999.25,2824293.75,0,-999.25,5835.7441406 2,6.60E+13,2824293.75,100000,3.047999859,-408.636322
4458.5,4458.5,13.3046999,726.8538818,2.317699909,62.65620041,0.4551,1.375800014,122.199997,167.313736,-999.25,2824293.75,0,-999.25,5780.9736328 2,6.60E+13,2824293.75,100000,3.047999859,-408.6459656
4459,4459,12.77340031,724.4641724,2.309900045,63.1875,0.432599992,1.380300045,122.699997,167.3187408,-999.25,2824293.75,0,-999.25,5738.0410156 2,6.60E+13,2824293.75,100000,3.047999859,-408.6556091
4459.5,4459.5,12.58590031,720.7141724,2.308300018,64.8125,0.425599992,1.387500048,123.0999985,167.3237305,-999.25,2824293.75,0,-999.25,5715.4335938 2,6.61E+13,2824293.75,100000,3.047999859,-408.6652832
4460,4460,12.60159969,721.7205811,2.296299934,62.5625,0.430000007,1.385599971,118.5999985,167.3287354,-999.25,2824293.75,0,-999.25,5901.4526367 2,6.61E+13,2824293.75,100000,3.047999859,-408.6748962
